"review","sentiment"
"Meatball Machine is an amazing splatter film, it has an original plot with young love, buckets of blood, and weird alien creatures that mutate people into freakish robotic war machines.<br /><br />Now the film isn't for everyone, people who love splatter films or the movie Tetsuo: the Iron Man will applaud it.<br /><br />The special effects can be cheesy at some points of the film, but your not exactly suppose to take the film very seriously.<br /><br />Yet, all in all it's a lot of fun, well if you find budding romantics infested with slimy tumor like gobbles who seek to destroy each other in bloody alien oozing battles.","positive"
"I think the manuscript of this movie was written on the piece of toilet-paper. No respect whatsoever to many important details which intrinsically make the movie. For example, the names of some Serbian terrorists (that I remember) are Caradan Maldic, Ivanic Loyvek and Leo Hasse. What kind of names are that? Certainly not Serbian! By the way, Caradan Maldic!!! What a name, I laughed for days thinking about it. Probably an implication on Karadzic and Mladic. Secondly, there have never been any cases of terrorism done by Serbians. A journalist like the main character ought to have known that. Thirdly, the actors playing Serbian terrorists are not even Serbs nor do they speak Serbo-croatian. All this aside, this movie is solidly acted but the story is paper-thin and full of holes. At times it makes no sense whatsoever!!!","negative"
"The directors cut version, which was the one I saw, was very long for this type of movie. Almost two hours is way too long. If you have the choice, definitely go for the non-directors cut.<br /><br />The main plot is almost not taken up at all, the movie consists to the main part of several murder scenes, which are connected but the feeling is that they're only shown in order to fill the movie with splatterish violence. The connection is not revealed until the latter part and the lack of context bored me out long before I was there.<br /><br />As a horror movie it doesn't work. You never get the required feel for the characters due to mediocre acting and the general disposition (character is presented, 15 minutes later character is dead). This pictures strong side lies in the splatter part.","negative"
"Olivier Gruner stars as Jacques a foreign exchange college student who takes on and single handedly wipes out a Mexican street gang in this obnoxious and racist film which is so horrible that it's laughable. Bad acting, bad plot and bad fight choreography make Angel Town a Turkey.","negative"
"I came to Nancy Drew expecting the worst...because of everyone else's bad reviews. I thought: Even though I don't read the books, that doesn't look anything like the Nancy Drew I've heard of. But I was wrong. Sure, it wasn't a carbon copy of the books, but when you make a movie out of something, you have to modify it to become big-screen entertainment. The plot was enjoyable and thrilling with a lot of actual scares and I thought that Emma Roberts was really believable in her own way of portraying this classic character. There were several funny moments and on the contrary of many statements, at no point in this film does Nancy come off as a ditz. She was intelligent, conservative, polite and genuine. One thing this movie also did well was balance the whole thing out with a mix of comedy, romance, suspense and heartfelt moments. I loved this movie. What a flick, what a flick! And if you are wise and decide to trust me and go see this, be prepared for some SCARY as heck moments because I was, like, freaking out! Go see it or be a bum-bum and just let other people decide what you think of this movie for you...a mistake I almost made. I love it, I wanna own this movie! I love Emma Roberts now, too. She's like a mini-Bree Van De Kamp from DH. Love it, love it.","positive"
"Derek Jarman has shown us time and time again that dialog is not his strong suit. He is a painter, and paint he does. His films are almost always visually splendid, but about as exciting to watch as paint that is already dry. Watch his movies in fast forward, the really fast setting that you can only get on DVD. In The Tempest, Jarman does very little with the script or the characters, using them as simply a lattice to hang a very long and well-constructed cinematographic frame. He even goes so far as to contradict Shakespeare's original script to achieve these excrucriatingly slow and lifeless scenes. There is none of the romance, magic, trickery, or urgency the script calls for, little spontaneity, and the character of Caliban in particular is reduced to a quivering and insane idiot of sorts, similar to Gaveston in Jarman's Edward II. It is too bad that this is just about the only film version of The Tempest available.","negative"
"In a very short time, the movie showed a boy's odd life of taking pictures, showed his life and everyone else's get turned upside down as a result of his photographs, then brought everything back to normal in the end. One to see if you're looking for something interesting.","positive"
"FAIL. I'd love to give this crap a 0. Yes, I registered just to rate this garbage. I want to go back in time and cut my wrist. Heres some copy and paste to take up 10 lines. FAIL. I'd love to give this crap a 0. Yes, I registered just to rate this garbage. I want to go back in time and cut my wrist. Heres some copy and paste to take up 10 lines. FAIL. I'd love to give this crap a 0. Yes, I registered just to rate this garbage. I want to go back in time and cut my wrist. Heres some copy and paste to take up 10 lines. FAIL. I'd love to give this crap a 0. Yes, I registered just to rate this garbage. I want to go back in time and cut my wrist. Heres some copy and paste to take up 10 lines. FAIL. I'd love to give this crap a 0. Yes, I registered just to rate this garbage. I want to go back in time and cut my wrist. Heres some copy and paste to take up 10 lines.","negative"
"True stories make the best stories don't they? There's always something enjoyable about a story, be it novel or movie or whatever, simply by the fact that it's real makes the story all the more fascinating. This movie is based on a true story of two young American men, one a government employee and falcon enthusiastChris Boyce (Timothy Hutton)and the otherAndrew Daulton Lee (Sean Penn)is a drug dealer. These two begin selling government, mostly CIA, secrets in 1975 to the Soviet Union.<br /><br />The film focuses on the human aspect of the two men, as well as their growing personal problems (especially Penn's character with ever-worsening drug addictions), rather than glorifying their status as traitors to America, which would, no doubt, hurt the film's credibility in the US. Boyce gradually becomes more cautious and eventually frustrated and paranoid as their dealings drag on and they dig ever deeper into treacherous territory. Daulton becomes more dependent and addicted to cocaine and heroin as he becomes more frightened, and more desperate to maintain control over a situation he has no control overon top of which, he already has problems with the law. The torment of Boyce and Daulton's families because of the way they lead their lives is also well portrayed and adds well to the idea that espionage against one's country, even if thought to be done justly, leads only to major problems and the ruination of livesincluding the degradation of the friendship and trust between the two main characters.<br /><br />Here's the breakdown:<br /><br />The Good:<br /><br />--Hutton and Penn each did extensive research on the characters to capture their individual look and feel, so they're portrayed with extensive depth and realism.<br /><br />--The acting is excellent.<br /><br />--The atmosphere of paranoia builds quite well.<br /><br />--The story is fascinating, and of course, as one based on actual events, it has some added kick.<br /><br />--Nice sets.<br /><br />--The Soviets working with the Boyce and Daulton are portrayed very well, and not stereotyped or given evil consciences just for the sake of making them look bad.<br /><br />Didn't Hurt It, Didn't Help:<br /><br />--The music is alright, nothing perfect though.<br /><br />--Sound effects are occasionally a little iffysuch was the case with a lot of films from the seventies through the eighties.<br /><br />The Bad:<br /><br />--Chris Boyce (Timothy Hutton) has a relationship with a woman that we hardly know. Because of Boyce's trouble brewing with the US and Soviet Governments, her life can be put in jeopardybut this isn't as expanded upon as it feels it should've been. Minor problem, though.<br /><br />The Ugly:<br /><br />--The apparent simplicity required to sell government secrets is a little unnerving. Nothing like a constant state of unreadiness to keep the masses feeling as unsafe as possible.<br /><br />Memorable Scene:<br /><br />--Seeing the first CIA report accidentally sent to the wrong place with the reason being, ""rough night.""<br /><br />This was another film that suffered massive delays due to the controversial content of the story. Studios and producers didn't see how a movie about two American traitors could ever be accepted by American audiences. Luckily, it's filmed and portrayed with a high degree of class and quality. Of course, it helps that the traitorous anti-heroes aren't portrayed heroicallymore like a couple young men who've made gross errors in judgment in their lives. As such, it becomes a very human drama, and one portrayed very well and very believably.<br /><br />Acting: 9/10 Story: 10/10 Atmosphere: 8/10 Cinematography: 8/10 Character Development: 9/10 Special Effects/Make-up: 8/10 (little quantity, high quality) Nudity/Sexuality: 2/10 (one scene in a strip club) Violence/Gore: 7/10 (no gore, just some violence) Music: 7/10 Direction: 9/10<br /><br />Cheesiness: 0/10 Crappiness: 0/10<br /><br />Overall: 8/10<br /><br />If you like films about espionage and spies, then you can't go wrong here. If you like dramatic films with a strong focus on the humanity of the characters, then this may also work for you. Highly recommended.<br /><br />www.ResidentHazard.com","positive"
"I don't think I'll ever understand the hate for Renny Harlin. 'Die Hard 2' was cool, and he gave the world 'Cliffhanger', one of the most awesome action movies ever. That's right, you little punks, 'Cliffhanger' rules, and we all know it.<br /><br />Sly plays Gabe Walker, a former rescue climber who is 'just visiting' his old town when he is asked to help a former friend, Hal Tucker (Michael Rooker), assist in a rescue on a mountain peak. Walker obviously came back at a convenient time, because the stranded people are actually a sophisticated team of thieves led by Eric Qualen (John Lithgow). Qualen & co. have lost a whole lot of money they stole from the U.S. government somewhere in the Rocky Mountains and they really would like it back...<br /><br />Essentially, 'Cliffhanger' is another 'Die Hard' clone. Just trade in the confines of Nakatomi Plaza to the open mountain ranges of the Rocky Mountains, complete with scenes created to point out the weaknesses of our hero and keep him mortal. Naturally, that set up is totally ripped to shreds soon enough, as Stallone's character avoids quite a large number of bullets with ease, and slams face-first into several rock faces with no apparent side-effects. After all, isn't that what action movies are all about?<br /><br />'Cliffhanger' is one of the most exciting action movies around. A showcase of great scenes and stunts. One of the early stunts is one of the best stunts I've ever seen in a movie, and while the rest of the movie does not get any better than it did at the beginning, it maintains its action awesomeness. John Lithgow's lead villain is entertaining, and one bad dude. Quite possibly one of the coolest lead villains ever.<br /><br />'Cliffhanger' is easily one of Stallone's best efforts, definitely Renny Harlin's best effort, and a very exciting action movie - 9/10","positive"
"With looks that could kill, and a willingness to display her charms, Paget's sensuality leaves no doubt as to where her assets lay... <br /><br />She plays a sultry-innocent 13th-century princess who rouses her people to save Egypt from the ambitions of a powerful Beduin (Michael Rennie) and joins her forces with the son of the Caliph of Baghdad (Jeffrey Hunter) to save her trembling throne... She also finds time to fulfill a great deal of exotic dancing... Her luscious legs make her hard to forget!<br /><br />The emphasis is not on the plot, but on the visual pleasure of a great number of beautiful girls in sensual Technicolored costumes...","positive"
"Two Soldiers is an excellent example of fine film-making. The director and producer took a heart-warming story and brought it to life with a very skilled and dedicated cast, excellent cinematography, and very creative artistry.<br /><br />The relaxed back-woods lifestyle of the brothers was depicted with great details, and contrasted sharply with the militaristic lifestyle that they were thrust into. The interaction between the brothers brought laughter and tears, as they struggled with a hard but peaceful life in the back-woods of North Carolina and an even harder life of war.<br /><br />The acting was great, particularly from the younger brother who is new to the big screen (played by Jonathan Furr), to the older brother (played by Ben Allison) and the powerful performance by the Colonel (played by Ron Perlman). The performance was extremely well cast.<br /><br />It was a pleasure to enjoy the magic of Two Soldiers, and I heartily recommend it to audiences of all ages.","positive"
"Mating Game is a charming, wonderful movie from an era gone by. Hollywood needs to consider a charming remake of this movie. My wife and I would go see it.<br /><br />It is an excellent romantic comedy that my wife and I watched on AMC.<br /><br />This movie has Tony Randall at his best. Debbie Reynolds is great, as always. <br /><br />Loved it. We plan on ordering on DVD to add to our growing collection of movies.<br /><br />Too bad Hollywood does not make movies like this anymore.<br /><br />Hey Hollywood....time to dig some of these type of scripts out of the old safe, update them a bit (without spoiling the original movie and script as you have done with other remakes), and hold a casting call.<br /><br />A remake would be a big hit on the silver screen, DVD, and on cable/SATTV.<br /><br />SN Austin, TX","positive"
"Watching this PPV, I had high expectations for it, since Smackdown is the best show in WWE, this is a very good PPV as it is the last one before Wrestlemania.<br /><br />FIRST MATCH-HARDY BOYS & CHRIS BENOIT VS. MVP & MNM W/ MELINA IN A 6 MAN TAG TEAM MATCH Good way to start the match. It started a bit slow at the start, but later the pace quickened & the match got more exciting & entertaining. Benoit rolls through & makes Joey Mercury tap out to get a victory for the Hardy Boys & himself. 6/10<br /><br />SECOND MATCH- GREGORY HELMS {CHAMPION} VS. SHANNON MOORE VS. FUNAKI VS. CHAVO GUERRERO VS. DAIVAIRI VS. SCOTTY 2 HOTTY VS. JAMIE NOBLE VS. JIMMY WANG YANG IN AN OPEN CRUISERWEIGHT INVITATIONAL MATCH FOR THE WWE CRUISERWEIGHT CHAMPIONSHIP I'm a very big fan of Cruiserweights, & I never get disappointed watching them, especially in this match here. Chavo Guerrero nails the Frog Splash on Jimmy Wang Yang to get the win & become the new WWE Cruiserweight Champion. 5/10<br /><br />THIRD MATCH- FINLAY & LITTLE BASTARD VS. BOOGEYMAN & LITTLE BOOGEYMAN This was not really a wrestling match, it was more like a comedy match, despite not being a clear wrestling contest, it still entertained me with the funny antics. Finlay nails the Little Boogeyman with the Shillaegh to get the win. Boogeyman does not deserve to be on a PPV, & does not deserve to be in WWE. 4/10<br /><br />FOURTH MATCH- KANE VS. KING BOOKER W/ SHARMELL This was a surprisingly good match, I thought it would be mediocre, but it turned out into a real competitive wrestling contest. Hats off to both men, pulling a very entertaining match. Kane wins after a Chokeslam on King Booker. 6/10<br /><br />FIFTH MATCH- PAUL London & BRIAN KENDRICK {CHAMPIONS} VS. DEUCE & DOMINO W/ CHERRY FOR THE WWE TAG TEAM CHAMPIONSHIPS Not really that much of a good match, Deuce & Domino need more training to wrestle, & London & Kendrick are the only ones keeping this match fast paced. London & Kendrick retain their titles, after Kendrick gets a roll-up on one of the guys for the win. 4/10<br /><br />SIXTH MATCH- BOBBY LASHLEY {CHAMPION} VS. MR. KENNEDY FOR THE ECW CHAMPIONSHIP Mr. Kennedy attacks Lashley from behind, before the match starts. It was an okay match, but not really good. Lashley & Kennedy have a bit of chemistry, but not enough to pull a great match. Kennedy wins by DQ, after Lashley nails him with a chair, then assaults him with the chair all the way to the entrance area. Lashley still retains his title. 4/10<br /><br />SEVENTH MATCH- JOHN CENA & SHAWN MICHAELS VS. BATISTA & UNDERTAKER This is probably the greatest tag team match that I have ever seen. Hats off to all of these men {yes even Batista} for pulling off as close as a 5 star main event classic. All 4 of these men played their parts in the match very well, as this was a very great & entertaining tag team match. Batista turns his back on Undertaker spine-busting him, then leaving the ring, which prompts Michaels to nail Sweet Chin Music, then Cena to nail an F-U for the hard fought victory. 7/10<br /><br />I don't know why everyone says that this PPV is not good enough, or it is boring, I just don't get it. It is a great PPV which Smackdown always delivers. A great PPV indeed.<br /><br />Overall I'll give it 8/10 & a B+","positive"
"solid documentary about edgey kids who first surf then skate in the face of the american dream. sadly some of the youngest and most gifted succumb to the lure of drugs while others become slaves to the crass marketing of their go for broke instincts. few come out on top. but the die is cast and fruit of it all is the new national pastime, skateboarding (the New York Times notes that ""it was once considered a snub to authority. Now, however, skateboarding has its own summer camps, video games, magazines [actually it always had these] and corporate sponsors."") commercialism co-opts another kid birthed cultural node.","positive"
"I LOVED this movie. You can't buy it, rent it, or find it... but it's a keeper.<br /><br />Wonderful chemistry between Braccho and Walken... and Ferrar....<br /><br />Terrific non stop action and reactions.... loved it.<br /><br />I've watched my pirated copy maybe 6 times in the last decade... each time showing it to someone who never heard of it.<br /><br />Find this movie and watch it. <br /><br />So many films are on TV over and over again - without any of the wit and style of this little film.<br /><br />I didn't know it was made for TV... my copy is an 8 track I pirated years ago... I hope it lasts.","positive"
"I saw this on TCM recently and, through the IMDb I found that there were seven ""Crime Doctor"" movies with Warner Baxter as the psychiatrist-detective. Baxter is a bit long in the tooth compared to his stolid performance in 42nd Street a decade earlier. Not noir, and a bit campy today, the movie also has a touch of the possible supernatural. The plot, black and white cinematography and characters are far more complex than those of the Mr. Moto and Charlie Chan series. There are subplots, unexpected twists and appearances by a number of B movie stalwartly we all should recognize immediately (none ever made it to the A status). It is a wonderfully unpredictable 70 minutes.<br /><br />I would love to see a boxed DVD series of these films.","positive"
"I feel like I've just watched a snuff film....a beautifully acted, taut, engrossing and horrible thing! A two hour litany of perversion in the most basic and all inclusive sense of the word, sexual violence and torture, rape, decapitation, incest, corruption, live burial, and abuse, abuse, abuse. No redemption whatsoever. And I WAS entertained. I couldn't stop watching. What does this say about me, about the people who make and act in this sort of thing, and a world that has become so desensitized that eventually real snuff films will be the norm. And I'm neither puritanical nor humorless, I don't try to hide from the existence of darkness, and I definitely have not led a sheltered life, but I am ashamed of myself. AND I'm sorry to see my British cousins dragging the subject-matter sewers the way my own tribe does. It doesn't have to be cozy, but does it have to wallow in vicarious sadism?","negative"
"From the Q & A before and after, this is what I could gather: Some Irish guy wants to make a movie. Nothing in particular, just any movie. So, one night at a party, he hears some ex-roadie tell him a classic bit of rock n' roll lore; the one about how Gram Parsons' corpse was stolen from LAX by his loyal roadie so he could honor Parsons' wishes that he be cremated out in JoshuaTree. Wow!<br /><br />What a great idea for a movie! Rock n' Roll (well, country), grave robbing, escapes, friendship, the 70's! I guess we could get Johnny Knoxville from ""Jackass"", cause it's kind of a prank, right, and Knoxville wants to do ""a movie"" too. Why he must have thought he had the next ""Snatch"" on his hand!<br /><br />But this story's not really that exciting...we need something for Knoxville to struggle against.like a psychotic girlfirend after his money! But Parsons' was married at the time. That's O.K., no one knows that. Besides we could get Christina Applegate. But what if the audience doesn't like the idea of stealing a corpse.well, we'll get his dad to join the chase, but give permission in the end. But Parsons' dad killed himself when he was 10, in fact his orphan status, and tragic childhood, are key parts of the Parsons Mythology. Mythology? We're making ""A Movie!"" This is creative problem solving.<br /><br />It's an uncomfortable experience for anybody even vaguely knowledgeable on or interested in the subject. Applegate's presence is doubling jarring. First her invented character is a Beverly Hills bitch before her time -she might as well have walked around the whole movie a cell phone in her hand, and secondly, what kind of man would Parsons be if he ever associated himself with that kind of harpy? Facts aren't just distorted or left out, but REVERSED. They could have easily found the villain they wanted in Parsons STEPfather, who was attempting to whisk the body back to his home state where law would favor him in dividing up the considerable inheritance.<br /><br />And the music, oh, the music I love. The music is hacked up (the bridge of a song here, the chorus there), forced to the background, and in the end, horribly covered by the hippest new indie band, Starsailor. My girlfriend asked the unnecessary, but irresistable question after the movie --was anyone up there, the writer, the producers, the director, actually a Gram Parson's fan? Well, no. He'd never actually heard of Gram Parsons, but of course, blah blah blah, I learned to love it, and here's some factoids I read in a bio online. Another guy vouched for Parsons' coolness by saying he and Keith Richards tripped on acid together and wrote ""Wild Horses"" together, a mixed up bunch of facts as off-base as the movie. Another person asked, wasn't it morally questionable to rewrite history when most people would only know about it from this film? Well, he had the real roadie's permission (he was even set) and the Parsons estate gave permission, and all these other people who got paychecks said it was great.<br /><br />But what I really wondered was, and asked in the embarassingly trembling voice of a truly impassioned Parsons geek, was, if the movie's so cheaply made (a million), had they not considered the original Gram Parsons fanbase as an audience? The director and writer seemed to think he was a nothing figure with no fanbase, though I doubt any Mojo magazine reading, country-rock 70's music fan would agree. But a bunch of Brits made it I guess, and they just didn't care about Cosmic American Music, or even knew it existed. This isn't just not a truthful Parsons flick, it's not even in the right spirit -it doesn't even fit the legend. At the very least it should have had the sentimentality of one of his songs. And plenty of people would love to be told.<br /><br />I should mention the movie was received well from the bunch of stoned college kids, just off the slopes, and into Johnny Knoxville. But if you're a Parsons fan ignore the title, it's just a movie for Jackass fans.","negative"
"A very cheesy and dull road movie, with the intention to be hip and modern, shown in the editing style and some weird camera angles, resulting only in sleepiness. <br /><br />The cast is wasted, the writing is stupid and pretentious. The only thing worthwhile is the top-notch Lalo Schifrin's soundtrack, really cool and also the opening sequence, very original and interesting. <br /><br />Run if you can, the bad opinions and comments about this flick are totally deserved; it is really pure garbage. Of course that this has its charm, of watching a movie which everybody would not drop the beer glass on if it were on fire, but save it for a stormy day where you have absolutely nothing else to do.","negative"
"Fata Morgana is, by far, one of the weirdest and most perplexing art films I have ever seen. I hesitate to call it a documentary because, while is does have elements of documentation of it's images, the images themselves are so unusual, so hallucinogenic, so unclear, that I wonder whether it was really worth telling this story just so that these images can exist. The film basically is the tale of the earth and the creation of the earth shot from the perspective of an outsider, be it alien or something otherwise indescribable, all taking place in the Sahara desert. The title of the picture relates to the illusion or reflection of images, both real and hallucinated, that people in the desert often witness. These are also known as mirages.<br /><br />The film opens with a plane landing followed by the plane landing again and then again and again and again and again and again and again. With each plane landing shot, the actual architecture of both the location it is landing at and the plane itself begin to slowly dissolve into one another and grow less and less real and more and more reflective imagery. The imagery in this film only grows more intense and more unusual as the picture continues. The narration of the film tells of the creation of the universe as alarming sexual images of sand and landscape move past the camera. The shots go further and further into the desert and Herzog films whatever he sees and finds. The strangest reflections of the world are on display in the distance while Herzog meets some of the most pure and photogenic collections of outsiders that you are ever likely to see. When the Leonard Cohen soundtrack kicks in, you can be sure that you are in the world of a mad man who is in love with the universe.<br /><br />I cannot say too much more about this film without ruining anything, but I will say that it is a sobering experience and there's really nothing like it. I love seeing films that are just in classes of their own. This film certainly is a good example of how Herzog loves to intermingle narrative storytelling and documentary film-making into an interchangeable form. Fata Morgana unfortunately does overstay it's welcome just a bit, but by the time it nears it's end the images will most likely be burned into your mind forever. Definitely a must-see for those who are obsessed with the nature and the origin of the universe.","positive"
"Why did I have to go out and buy (yes buy!) JACK FROST 2: REVENGE OF THE MUTANT KILLER SNOWMAN??? Maybe it was a burst of temporary mental derangement? But I'm guessing it's because I kind of enjoyed the first JACK FROST. It was a silly but funny horror-comedy which had some okay effects by Screaming Mad George. That and the fact that on the back-cover of the sequel there was this nice picture of this guy impaled by this giant icicle (coming out of his mouth with a lot of blood and all). So I thought: if it's as idiotic as the first and has some nice splatter/gore in it, it should be fun, right? Well, I was so dead wrong! <br /><br />Let me first say that the movie deserves some credit for having an immensely insane and retarded plot. I mean, a mutant killer snowman on a tropical island that spawns mutant killer baby snowballs which can only be killed or harmed by bananas??? As much as I love the premise, I really hated the movie. First of all: while the first JACK FROST looked like an actual movie (seemingly being shot on real film and all), this sequel has the look and feel of a third-rate soap-opera. It has this way too slick shot-on-video look. The lighting is just plain awful (bright white spots for the day look, and stupid colors like blue and green at night). The acting... well don't even go there. The dialogues range from stiff to extremely senile (that Jamaican man was just moronic, saying ""man"" after every sentence). And when it comes to the voice of the killer snowman, all I could think of was a seventh-rate Chucky from CHILD'S PLAY spewing dumb and supposedly witty one-liners before he kills someone.<br /><br />The best joke was were one guy asks ""Why are you talking to your watch?"". And the best scene was undoubtedly the one with that beautiful Asian chick popping up out of nowhere and taking a swim in the pool totally naked (thank god for that!). Oh, yeah, and that little scene over the end-credits with those two Japanese dudes on a miniature ship being badly dubbed had me laughing too. But the worst thing about this movie was: Where was the gore and splatter action everyone is talking about? There were plenty of occasions to show some decent gory killings. A lot of people were killed off in original ways here, but all off-screen. Like I've read in many other comments, there were indeed nice set-ups to a head explosion, a crushed body, eyes being poked out, tongue ripped out,... but on the crucial moments the editor cuts away to some blood splatters on the floor or nothing at all. That frontal shot of that British guy being impaled (from the back-cover of the DVD) wasn't even in the movie. I only saw that particular killing filmed from the back (meaning I didn't see sh!t!). I was waiting throughout the whole movie for that to happen, and then I get to see nothing?!?! What a let-down! Could it be that I saw a cut version of the movie? That would be a shame, 'cause only a decent amount of splatter-fun could have saved this movie if you ask me. Seeing a lot of killer snowballs reduced to bloody pulp just didn't cut it for me. Speaking of those snowballs: they were done very poorly. They made MUNCHIES look like state-of-the-art 'animatronics'. But I guess that was the whole point of it. At some point, the special effects crew even turned to some laughably bad CGI. Boy, you really have to see it to believe it. Best is to not see it, actually, 'cause this flick is just too bad (okay, I did laugh with it, for it kept getting worse and worse). Just stick with the first JACK FROST (1996) and you'll be okay (just bare in mind that it's a pretty silly horror-comedy but fun in it's own right).<br /><br />It's funny, but writer/director Michael Cooney somehow must have realized that he was a pretty bad director after JACK FROST 2, and then focused on writing. Turns out he then wrote two pretty good thriller screenplays for THE I INSIDE (starring Ryan Phillippe) and IDENTITY (starring John Cusack). So the man seems to have some talent after all.<br /><br />Now it would be far too easy to give JACK FROST 2 the lowest rating possible. So I say one point for that naked Asian babe doing the skinny dipping and one point for those completely retarded snowball babies. Way to go Mr. Cooney!","negative"
"Total disgrace! Truly awful! The screenplay and dialogue is a joke, and combined with a director who doesn't have a clue about life in Saudi Arabia. It's not a surprise, quite Saudi film ha, the director is Palestinian-Canadian, the writer is Lebanese, the lead actress is Jordanian, and the shooting took place in Dubai, and all those elements show very well to make the film far from representing the Saudi society. Yes it contains some Saudi cliché's, the stuff we see in cartoons in the newspapers everyday, but that's about everything. The film had the opportunity to show real problem with Saudi society, or at least give us something new and genuine about the youth troubles and concerns in Saudi Arabia, instead it copied and pasted from here and there, and the result was a mess. Even the supposedly love story in the movie doesn't exist or at least we haven't seen it. The only bright side in this total debacle is some good acting from the supporting cast. The veteran Khaled Sami was funny in a badly written role as the grand father, which he is clearly got miscasted, for he looks younger than the actor who plays his son. Also the actor who plays the fanatic brother's role, Turki Al-Yusuf, has done well, in fact he was the best actor in the film. The rest of the cast, being professionals for long, did an OK job, but the lead actor Hisham Abdulrahman was just bad. He had one look of a little adorable bobby for all situations. He couldn't even say his lines in a proper manner. He has charisma that made him win the title of Star Academy, a very famous reality show, and he is good in interviews and TV shows, but he was just the weakest link of this film. The lead actress I didn't mind very much, but even she acted badly in some scenes and overplayed her sensuality in unneeded way.<br /><br />The Film was a huge hit, Saudi flocked in thousands to neighboring Bahrain and Dubai to attend it when it was screened there, and it made a tone of money, then it was screened in pay per view, then in broadcasting TV, and that was in a span of a few weeks. This was to cash on Saudis eagerness to homegrown entertainment, but alas; the film was neither homegrown, nor entertaining.","negative"
"This movie is really not all that bad. But then again, this movie genre is right down my alley. Sure, the sets are cheap, but they really did decent with what they had. <br /><br />If you like cheap, futuristic, post-apocalyptic B movies, then you'll love this one!! I sure did!<br /><br />","positive"
"15 years ago, Power Rangers was one of the shows that swept the nations, especially that of the youth. When I was a 3-year-old kid living in the Philippines, I would watch this show every Friday on ABS-CBN (Channel 2 over there). When the movie came out in 1995, it was all shock and awe to me when I watched it with my dad and 2 uncles. My grandparents even sent me a ""Balikbayan"" box full of Power Rangers stuff (including the easy-to-build Megazord figure and the stuffed toys of the Rangers). I even played the video games, and loved only one of them (""MMPR: Fighting Edition""), which was REALLY sad. Anyway, it was the show that set a stepping stone on my interest on robot series (especially anime mech series like ""Gundam"") Now that I'm 18, I'd like to think this show is pretty cheesy to me now. To prove this, I took a trip down memory lane by buying a 2-set DVD collection with ""MMPR: The Movie"" and ""Turbo: A Power Rangers Movie"" and watched both of them. I was like, ""Ugh. How awful. Just another junk in the attic for me."" For all of you people of my generation, this is NOT a show that you'd want to watch over and over again. I'm not saying to leave it behind for the rest of your life, but occasionally is not a bad thing now, is it? Instead of ""Power Rangers"", I'd recommend something like ""Mobile Fighter G Gundam"" (HIGHLY RECOMMENDED), ""Ninja Senshi Tobikage"" (aka Ninja Robots), or even the ORIGINAL Sentai shows that were the basis of ""Power Rangers.""","negative"
"Taylor Hackford wanted to make this movie for 15 years, and finally found Jamie Foxx to play the title role. Foxx is amazing in his portrayal of Ray Charles. From an interview I saw with Foxx, he met Charles several times and the two of them also played piano together (Foxx had piano lessons as a young child and actually played piano in all his scenes). I didn't see Charles live until his later years, so it was great to get a perspective on how his career developed. I hope Foxx gets nominated for the Best Actor Oscar as he certainly deserves it. The music, also, is incredible - it really showcases the breadth of Charles' music, from country to blues, and everything in between. The movie also gives an unblemished account of Ray Charles' life, from the many women he had relationships with to his drug habit and the consequences of that.","positive"
"You think you've had it tough? You should check out this film. Carl Brashear is the epitome of courage and determination. What this man had to go through to become a navy diver, should be an inspiration to us all. And significantly, after seeing this film, I learned that what is shown is not even the half of it! Cuba Gooding, Jr. does some of his best work to date as Brashear. De Niro, as usual is good as the southern redneck who trains him. George Tillman in only his second major feature (after ""Soul Food""), has made a quantum leap as a filmmaker. If you want to be moved and inspired, you definitely need to check out this one.","positive"
"This is unlike any other movie, the closest thing I can compare it to is a Woody Allen film... But where as Woody Allen is constantly fathoming human foibles Bret Carr appears to be trying to figure out a way to get to grips with that one crippling insecurity that tends to define us for better or worse. In the Case of Lou, it is the root cause of his stuttering, which can be traced back to a singular child hood trauma that is revealed through flash backs.<br /><br />There are so many strangely neurotic people in the world and I believe they all deserve a chance for redemption, although diversity of human character is after all what makes the world such an intriguing place, so maybe we shouldn't fix our neurosis anymore than we should fix our noses or Breasts.<br /><br />This is an indie film shot on a long shoestring, but the production values are tremendous as is the scope of the film. I feel like its a quirky Gem for the self-help market. I really look forward to seeing what this filmmaker does next, i could imagine a career along the lines of Woody Allen or Albert Brooks, although usually when a guy like this breaks through, he goes off and makes "" X MEN"" and his humble quirky origins are soon forgotten or are they.... X Men is aout a bunch of freaks if i remember correctly :)","positive"
